,X,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.tip,notes
2022,2022,1697,Syna_proqua_L43083,Synallaxis propinqua,-,Mazaria propinqua,Mazaria propinqua,Mazaria propinqua,Furnariidae,Synallaxis_propinqua,name differs
2023,2023,1697,Syna_proqua_L43083,Synallaxis propinqua,-,Mazaria propinqua,Mazaria propinqua,Mazaria propinqua,Furnariidae,Synallaxis_propinqua,name differs
2024,2024,1697,Syna_proqua_L43083,Synallaxis propinqua,-,Mazaria propinqua,Mazaria propinqua,Mazaria propinqua,Furnariidae,Synallaxis_propinqua,name differs
2025,2025,1926,Mecoc_calter_L61299,Mecocerculus calopterus,-,Mecocerculus calopterus,Mecocerculus calopterus,Mecocerculus calopterus,Tyrannidae,Mecocerculus_calopterus,
2026,2026,1926,Mecoc_calter_L61299,Mecocerculus calopterus,-,Mecocerculus calopterus,Mecocerculus calopterus,Mecocerculus calopterus,Tyrannidae,Mecocerculus_calopterus,
2027,2027,1926,Mecoc_calter_L61299,Mecocerculus calopterus,-,Mecocerculus calopterus,Mecocerculus calopterus,Mecocerculus calopterus,Tyrannidae,Mecocerculus_calopterus,
2028,2028,1920,Mecoc_hellm_L22744,Mecocerculus hellmayri,-,Mecocerculus hellmayri,Mecocerculus hellmayri,Mecocerculus hellmayri,Tyrannidae,Mecocerculus_hellmayri,
2029,2029,1920,Mecoc_hellm_L22744,Mecocerculus hellmayri,-,Mecocerculus hellmayri,Mecocerculus hellmayri,Mecocerculus hellmayri,Tyrannidae,Mecocerculus_hellmayri,
2030,2030,200272,Mecoc_leurys_A2830,Mecocerculus leucophrys,leucophrys,Mecocerculus leucophrys,Mecocerculus leucophrys,Mecocerculus leucophrys,Tyrannidae,Mecocerculus_leucophrys,
2031,2031,1924,Mecoc_leurys_H4170,Mecocerculus leucophrys,setophagoides,Mecocerculus leucophrys,Mecocerculus leucophrys,Mecocerculus leucophrys,Tyrannidae,Mecocerculus_leucophrys,
2032,2032,200272,Mecoc_leurys_A2830,Mecocerculus leucophrys,leucophrys,Mecocerculus leucophrys,Mecocerculus leucophrys,Mecocerculus leucophrys,Tyrannidae,Mecocerculus_leucophrys,
2033,2033,1924,Mecoc_leurys_H4170,Mecocerculus leucophrys,setophagoides,Mecocerculus leucophrys,Mecocerculus leucophrys,Mecocerculus leucophrys,Tyrannidae,Mecocerculus_leucophrys,
2034,2034,1928,Mecoc_minor_L34812,Mecocerculus minor,-,Mecocerculus minor,Mecocerculus minor,Mecocerculus minor,Tyrannidae,Mecocerculus_minor,
2035,2035,1928,Mecoc_minor_L34812,Mecocerculus minor,-,Mecocerculus minor,Mecocerculus minor,Mecocerculus minor,Tyrannidae,Mecocerculus_minor,
2036,2036,1928,Mecoc_minor_L34812,Mecocerculus minor,-,Mecocerculus minor,Mecocerculus minor,Mecocerculus minor,Tyrannidae,Mecocerculus_minor,
2037,2037,1918,Mecoc_poecus_L32801,Mecocerculus poecilocercus,-,Mecocerculus poecilocercus,Mecocerculus poecilocercus,Mecocerculus poecilocercus,Tyrannidae,Mecocerculus_poecilocercus,
2038,2038,1918,Mecoc_poecus_L32801,Mecocerculus poecilocercus,-,Mecocerculus poecilocercus,Mecocerculus poecilocercus,Mecocerculus poecilocercus,Tyrannidae,Mecocerculus_poecilocercus,
2039,2039,1918,Mecoc_poecus_L32801,Mecocerculus poecilocercus,-,Mecocerculus poecilocercus,Mecocerculus poecilocercus,Mecocerculus poecilocercus,Tyrannidae,Mecocerculus_poecilocercus,
2040,2040,1922,Mecoc_stirus_L32034,Mecocerculus stictopterus,stictopterus,Mecocerculus stictopterus,Mecocerculus stictopterus,Mecocerculus stictopterus,Tyrannidae,Mecocerculus_stictopterus,
2041,2041,1922,Mecoc_stirus_L32034,Mecocerculus stictopterus,stictopterus,Mecocerculus stictopterus,Mecocerculus stictopterus,Mecocerculus stictopterus,Tyrannidae,Mecocerculus_stictopterus,
2042,2042,1922,Mecoc_stirus_L32034,Mecocerculus stictopterus,stictopterus,Mecocerculus stictopterus,Mecocerculus stictopterus,Mecocerculus stictopterus,Tyrannidae,Mecocerculus_stictopterus,
2043,2043,2733,Megary_pitgua_L18467,Megarynchus pitangua,pitangua,Megarynchus pitangua,Megarynchus pitangua,Megarynchus pitangua,Tyrannidae,Megarynchus_pitangua,
2044,2044,2733,Megary_pitgua_L18467,Megarynchus pitangua,pitangua,Megarynchus pitangua,Megarynchus pitangua,Megarynchus pitangua,Tyrannidae,Megarynchus_pitangua,
2045,2045,2733,Megary_pitgua_L18467,Megarynchus pitangua,pitangua,Megarynchus pitangua,Megarynchus pitangua,Megarynchus pitangua,Tyrannidae,Megarynchus_pitangua,
2046,2046,227,Megast_martus_L6836,Megastictus margaritatus,-,Megastictus margaritatus,Megastictus margaritatus,Megastictus margaritatus,Thamnophilidae,Megastictus_margaritatus,
2047,2047,227,Megast_martus_L6836,Megastictus margaritatus,-,Megastictus margaritatus,Megastictus margaritatus,Megastictus margaritatus,Thamnophilidae,Megastictus_margaritatus,
2048,2048,227,Megast_martus_L6836,Megastictus margaritatus,-,Megastictus margaritatus,Megastictus margaritatus,Megastictus margaritatus,Thamnophilidae,Megastictus_margaritatus,
2049,2049,1362,Megaxe_paruae_GP2288,Megaxenops parnaguae,-,Megaxenops parnaguae,Megaxenops parnaguae,Megaxenops parnaguae,Furnariidae,Megaxenops_parnaguae,
2050,2050,1362,Megaxe_paruae_GP2288,Megaxenops parnaguae,-,Megaxenops parnaguae,Megaxenops parnaguae,Megaxenops parnaguae,Furnariidae,Megaxenops_parnaguae,
2051,2051,715,Melan_elega_P18505,Melanopareia elegans,elegans,Melanopareia elegans,Melanopareia elegans,Melanopareia elegans,Melanopareiidae,Melanopareia_elegans,
2052,2052,715,Melan_elega_P18505,Melanopareia elegans,elegans,Melanopareia elegans,Melanopareia elegans,Melanopareia elegans,Melanopareiidae,Melanopareia_elegans,
2053,2053,200566,Melan_elega_LSUMZ67105,Melanopareia elegans,?,Melanopareia elegans,Melanopareia elegans,Melanopareia elegans,Melanopareiidae,Melanopareia_elegans,
2054,2054,713,Melan_marica_L44735,Melanopareia maranonica,-,Melanopareia maranonica,Melanopareia maranonica,Melanopareia maranonica,Melanopareiidae,Melanopareia_maranonica,
2055,2055,713,Melan_marica_L44735,Melanopareia maranonica,-,Melanopareia maranonica,Melanopareia maranonica,Melanopareia maranonica,Melanopareiidae,Melanopareia_maranonica,
2056,2056,711,Melan_maxlia_K3240,Melanopareia maximiliani,pallida,Melanopareia maximiliani,Melanopareia maximiliani,Melanopareia maximiliani,Melanopareiidae,Melanopareia_maximiliani,
2057,2057,712,Melan_maxlia_L68147,Melanopareia maximiliani,argentina,Melanopareia maximiliani,Melanopareia maximiliani,Melanopareia maximiliani,Melanopareiidae,Melanopareia_maximiliani,
2058,2058,711,Melan_maxlia_K3240,Melanopareia maximiliani,pallida,Melanopareia maximiliani,Melanopareia maximiliani,Melanopareia maximiliani,Melanopareiidae,Melanopareia_maximiliani,
2059,2059,712,Melan_maxlia_L68147,Melanopareia maximiliani,argentina,Melanopareia maximiliani,Melanopareia maximiliani,Melanopareia maximiliani,Melanopareiidae,Melanopareia_maximiliani,
2060,2060,709,Melan_torata_L14572,Melanopareia torquata,bitorquata,Melanopareia torquata,Melanopareia torquata,Melanopareia torquata,Melanopareiidae,Melanopareia_torquata,
2061,2061,709,Melan_torata_L14572,Melanopareia torquata,bitorquata,Melanopareia torquata,Melanopareia torquata,Melanopareia torquata,Melanopareiidae,Melanopareia_torquata,
2062,2062,3316,Menura_A2360,Menura novaehollandiae,?,Menura novaehollandiae,Menura novaehollandiae,Menura novaehollandiae,Menuridae,NA,outgroup
2063,2063,200030,Merula_spnov_MZUFRA135,Merulaxis aff. ater,sp. nov.,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,Merulaxis_ater,split in tree
2064,2064,200031,Merula_ater_MZUBOR1401,Merulaxis ater,-,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,Merulaxis_ater,split in tree
2065,2065,200032,Merula_ater_MZUBOR1439,Merulaxis ater,-,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,Merulaxis_ater,split in tree
2066,2066,200031,Merula_ater_MZUBOR1401,Merulaxis ater,-,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,Merulaxis_ater,split in tree
2067,2067,200032,Merula_ater_MZUBOR1439,Merulaxis ater,-,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,Merulaxis_ater,split in tree
2068,2068,200031,Merula_ater_MZUBOR1401,Merulaxis ater,-,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,Merulaxis_ater,split in tree
2069,2069,200032,Merula_ater_MZUBOR1439,Merulaxis ater,-,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,Merulaxis_ater,split in tree
2070,2070,200030,Merula_spnov_MZUFRA135,Merulaxis aff. ater,sp. nov.,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,Merulaxis_ater,split in tree
2071,2071,904,Merula_strman_MZU1408,Merulaxis stresemanni,-,Merulaxis stresemanni,Merulaxis stresemanni,Merulaxis stresemanni,Rhinocryptidae,Merulaxis_stresemanni,
2072,2072,904,Merula_strman_MZU1408,Merulaxis stresemanni,-,Merulaxis stresemanni,Merulaxis stresemanni,Merulaxis stresemanni,Rhinocryptidae,Merulaxis_stresemanni,
2073,2073,1599,Metopo_auraca_L7367,Metopothrix aurantiaca,-,Metopothrix aurantiaca,Metopothrix aurantiaca,Metopothrix aurantiaca,Furnariidae,Metopothrix_aurantiaca,
2074,2074,1599,Metopo_auraca_L7367,Metopothrix aurantiaca,-,Metopothrix aurantiaca,Metopothrix aurantiaca,Metopothrix aurantiaca,Furnariidae,Metopothrix_aurantiaca,
2075,2075,1599,Metopo_auraca_L7367,Metopothrix aurantiaca,-,Metopothrix aurantiaca,Metopothrix aurantiaca,Metopothrix aurantiaca,Furnariidae,Metopothrix_aurantiaca,
2076,2076,3313,Micrastur_L11298,Micrastur semitorquatus,?,Micrastur semitorquatus,Micrastur semitorquatus,Micrastur semitorquatus,Falconidae,NA,outgroup
2077,2077,435,Micror_qui_L6916,Microrhopias quixensis,quixensis,Microrhopias quixensis,Microrhopias quixensis,Microrhopias quixensis,Thamnophilidae,Microrhopias_quixensis,
2078,2078,435,Micror_qui_L6916,Microrhopias quixensis,quixensis,Microrhopias quixensis,Microrhopias quixensis,Microrhopias quixensis,Thamnophilidae,Microrhopias_quixensis,
2079,2079,437,Micror_qui_L71966,Microrhopias quixensis,virgatus,Microrhopias quixensis,Microrhopias quixensis,Microrhopias quixensis,Thamnophilidae,Microrhopias_quixensis,
2080,2080,1262,Microx_miller_L35284,Microxenops milleri,"\S species\\\""""",Microxenops milleri,Microxenops milleri,Microxenops milleri,Furnariidae,Xenops_milleri,
2081,2081,1260,Microx_miller_L4505,Microxenops milleri,"\NW species\\\""""",Microxenops milleri,Microxenops milleri,Microxenops milleri,Furnariidae,Xenops_milleri,
2082,2082,1258,Microx_miller_SB10483,Microxenops milleri,"\N species\\ \""""",Microxenops milleri,Microxenops milleri,Microxenops milleri,Furnariidae,Xenops_milleri,
2083,2083,1260,Microx_miller_L4505,Microxenops milleri,"\NW species\\\""""",Microxenops milleri,Microxenops milleri,Microxenops milleri,Furnariidae,Xenops_milleri,
2084,2084,1258,Microx_miller_SB10483,Microxenops milleri,"\N species\\ \""""",Microxenops milleri,Microxenops milleri,Microxenops milleri,Furnariidae,Xenops_milleri,
2085,2085,1262,Microx_miller_L35284,Microxenops milleri,"\S species\\\""""",Microxenops milleri,Microxenops milleri,Microxenops milleri,Furnariidae,Xenops_milleri,
2086,2086,1260,Microx_miller_L4505,Microxenops milleri,"\NW species\\\""""",Microxenops milleri,Microxenops milleri,Microxenops milleri,Furnariidae,Xenops_milleri,
2087,2087,2120,Mionec_macco_A4812,Mionectes macconnelli,roraimae,Mionectes macconnelli,Mionectes macconnelli,Mionectes roraimae,Pipromorphidae,Mionectes_macconnelli,
2088,2088,2122,Mionec_macco_LSU55369,Mionectes macconnelli,macconnelli,Mionectes macconnelli,Mionectes macconnelli,Mionectes macconnelli,Pipromorphidae,Mionectes_macconnelli,
2089,2089,2124,Mionec_macco_LSU9042,Mionectes macconnelli,peruanus,Mionectes macconnelli,Mionectes macconnelli,Mionectes macconnelli,Pipromorphidae,Mionectes_macconnelli,
2090,2090,2122,Mionec_macco_LSU55369,Mionectes macconnelli,macconnelli,Mionectes macconnelli,Mionectes macconnelli,Mionectes macconnelli,Pipromorphidae,Mionectes_macconnelli,
2091,2091,2124,Mionec_macco_LSU9042,Mionectes macconnelli,peruanus,Mionectes macconnelli,Mionectes macconnelli,Mionectes macconnelli,Pipromorphidae,Mionectes_macconnelli,
2092,2092,2120,Mionec_macco_A4812,Mionectes macconnelli,roraimae,Mionectes macconnelli,Mionectes macconnelli,Mionectes roraimae,Pipromorphidae,Mionectes_macconnelli,
2093,2093,200033,Mionec_oleag_L71895,Mionectes oleagineus,,Mionectes oleagineus,Mionectes oleagineus,Mionectes oleagineus,Pipromorphidae,Mionectes_oleagineus,
2094,2094,2118,Mionec_oleag_LSU60680,Mionectes oleagineus,assimilis,Mionectes oleagineus,Mionectes oleagineus,Mionectes oleagineus,Pipromorphidae,Mionectes_oleagineus,
2095,2095,2116,Mionec_oleag_MPEGDED292,Mionectes oleagineus,oleagineus,Mionectes oleagineus,Mionectes oleagineus,Mionectes oleagineus,Pipromorphidae,Mionectes_oleagineus,
2096,2096,200033,Mionec_oleag_L71895,Mionectes oleagineus,,Mionectes oleagineus,Mionectes oleagineus,Mionectes oleagineus,Pipromorphidae,Mionectes_oleagineus,
2097,2097,2118,Mionec_oleag_LSU60680,Mionectes oleagineus,assimilis,Mionectes oleagineus,Mionectes oleagineus,Mionectes oleagineus,Pipromorphidae,Mionectes_oleagineus,
2098,2098,2116,Mionec_oleag_MPEGDED292,Mionectes oleagineus,oleagineus,Mionectes oleagineus,Mionectes oleagineus,Mionectes oleagineus,Pipromorphidae,Mionectes_oleagineus,
2099,2099,2114,Mionec_olieus_FMNH43470,Mionectes olivaceus,venezuelensis,Mionectes olivaceus,Mionectes olivaceus,Mionectes galbinus,Pipromorphidae,Mionectes_olivaceus,
2100,2100,2110,Mionec_olieus_L28192,Mionectes olivaceus,olivaceus,Mionectes olivaceus,Mionectes olivaceus,Mionectes olivaceus,Pipromorphidae,Mionectes_olivaceus,
2101,2101,2112,Mionec_olieus_LSUMZ90443,Mionectes olivaceus,galvinus,Mionectes olivaceus,Mionectes olivaceus,Mionectes galbinus,Pipromorphidae,Mionectes_olivaceus,
2102,2102,2110,Mionec_olieus_L28192,Mionectes olivaceus,olivaceus,Mionectes olivaceus,Mionectes olivaceus,Mionectes olivaceus,Pipromorphidae,Mionectes_olivaceus,
2103,2103,2114,Mionec_olieus_FMNH43470,Mionectes olivaceus,venezuelensis,Mionectes olivaceus,Mionectes olivaceus,Mionectes galbinus,Pipromorphidae,Mionectes_olivaceus,
2104,2104,2112,Mionec_olieus_LSUMZ90443,Mionectes olivaceus,galvinus,Mionectes olivaceus,Mionectes olivaceus,Mionectes galbinus,Pipromorphidae,Mionectes_olivaceus,
2105,2105,2126,Mionec_ruftri_K223,Mionectes rufiventris,-,Mionectes rufiventris,Mionectes rufiventris,Mionectes rufiventris,Pipromorphidae,Mionectes_rufiventris,
2106,2106,2126,Mionec_ruftri_K223,Mionectes rufiventris,-,Mionectes rufiventris,Mionectes rufiventris,Mionectes rufiventris,Pipromorphidae,Mionectes_rufiventris,
2107,2107,2106,Mionec_strcol_L22879,Mionectes striaticollis,striaticollis,Mionectes striaticollis,Mionectes striaticollis,Mionectes striaticollis,Pipromorphidae,Mionectes_striaticollis,
2108,2108,2108,Mionec_strcol_LSUMZ33117,Mionectes striaticollis,palamblae,Mionectes striaticollis,Mionectes striaticollis,Mionectes striaticollis,Pipromorphidae,Mionectes_striaticollis,
2109,2109,2106,Mionec_strcol_L22879,Mionectes striaticollis,striaticollis,Mionectes striaticollis,Mionectes striaticollis,Mionectes striaticollis,Pipromorphidae,Mionectes_striaticollis,
