,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.species,notes
3438,2389,Pyrrho_cinmeus_L8072,Pyrrhomyias cinnamomeus,cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,,
3439,2389,Pyrrho_cinmeus_L8072,Pyrrhomyias cinnamomeus,cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,,
3440,200462,Pyrrho_cinmeus_AMNH388114,Pyrrhomyias cinnamomeus,,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,,
3441,2391,Pyrrho_cinmeus_FMNH262783,Pyrrhomyias cinnamomeus,pariae,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,,
3442,2389,Pyrrho_cinmeus_L8072,Pyrrhomyias cinnamomeus,cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,,
3443,2389,Pyrrho_cinmeus_L8072,Pyrrhomyias cinnamomeus,cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,,
3444,200462,Pyrrho_cinmeus_AMNH388114,Pyrrhomyias cinnamomeus,,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,,
3445,2391,Pyrrho_cinmeus_FMNH262783,Pyrrhomyias cinnamomeus,pariae,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,,
3446,2965,Querul_purata_L27363,Querula purpurata,-,Querula purpurata,Querula purpurata,Querula purpurata,Cotingidae,,
3447,2965,Querul_purata_L27363,Querula purpurata,-,Querula purpurata,Querula purpurata,Querula purpurata,Cotingidae,,
3448,2965,Querul_purata_L27363,Querula purpurata,-,Querula purpurata,Querula purpurata,Querula purpurata,Cotingidae,,
3449,2878,Rampho_fuscau_L18539,Ramphotrigon fuscicauda,-,Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Tyrannidae,,
3450,2878,Rampho_fuscau_L18539,Ramphotrigon fuscicauda,-,Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Tyrannidae,,
3451,2874,Rampho_megpha_LSUMZ10867,Ramphotrigon megacephalum,Amazonia,Ramphotrigon megacephalum,Ramphotrigon megacephalum,Ramphotrigon megacephalum,Tyrannidae,,
3452,2872,Rampho_megpha_MPEGSC136,Ramphotrigon megacephalum,megacephalum,Ramphotrigon megacephalum,Ramphotrigon megacephalum,Ramphotrigon megacephalum,Tyrannidae,,
3453,2874,Rampho_megpha_LSUMZ10867,Ramphotrigon megacephalum,Amazonia,Ramphotrigon megacephalum,Ramphotrigon megacephalum,Ramphotrigon megacephalum,Tyrannidae,,
3454,2872,Rampho_megpha_MPEGSC136,Ramphotrigon megacephalum,megacephalum,Ramphotrigon megacephalum,Ramphotrigon megacephalum,Ramphotrigon megacephalum,Tyrannidae,,
3455,2876,Rampho_rufuda_L18391,Ramphotrigon ruficauda,-,Ramphotrigon ruficauda,Ramphotrigon ruficauda,Ramphotrigon ruficauda,Tyrannidae,,
3456,2876,Rampho_rufuda_L18391,Ramphotrigon ruficauda,-,Ramphotrigon ruficauda,Ramphotrigon ruficauda,Ramphotrigon ruficauda,Tyrannidae,,
3457,2876,Rampho_rufuda_L18391,Ramphotrigon ruficauda,-,Ramphotrigon ruficauda,Ramphotrigon ruficauda,Ramphotrigon ruficauda,Tyrannidae,,
3458,682,Rhegma_berle_MZU86757,Rhegmatorhina berlepschi,-,Rhegmatorhina berlepschi,Rhegmatorhina berlepschi,Rhegmatorhina berlepschi,Thamnophilidae,,
3459,682,Rhegma_berle_MZU86757,Rhegmatorhina berlepschi,-,Rhegmatorhina berlepschi,Rhegmatorhina berlepschi,Rhegmatorhina berlepschi,Thamnophilidae,,
3460,686,Rhegma_criata_MPEGSGC613,Rhegmatorhina cristata,?,Rhegmatorhina cristata,Rhegmatorhina cristata,Rhegmatorhina cristata,Thamnophilidae,,
3461,686,Rhegma_criata_MPEGSGC613,Rhegmatorhina cristata,?,Rhegmatorhina cristata,Rhegmatorhina cristata,Rhegmatorhina cristata,Thamnophilidae,,
3462,680,Rhegma_gymno_L35336,Rhegmatorhina gymnops,-,Rhegmatorhina gymnops,Rhegmatorhina gymnops,Rhegmatorhina gymnops,Thamnophilidae,,
3463,680,Rhegma_gymno_L35336,Rhegmatorhina gymnops,-,Rhegmatorhina gymnops,Rhegmatorhina gymnops,Rhegmatorhina gymnops,Thamnophilidae,,
3464,680,Rhegma_gymno_L35336,Rhegmatorhina gymnops,-,Rhegmatorhina gymnops,Rhegmatorhina gymnops,Rhegmatorhina gymnops,Thamnophilidae,,
3465,684,Rhegma_hoffm_LSU36786,Rhegmatorhina hoffmannsi,-,Rhegmatorhina hoffmannsi,Rhegmatorhina hoffmannsi,Rhegmatorhina hoffmannsi,Thamnophilidae,,
3466,684,Rhegma_hoffm_LSU36786,Rhegmatorhina hoffmannsi,-,Rhegmatorhina hoffmannsi,Rhegmatorhina hoffmannsi,Rhegmatorhina hoffmannsi,Thamnophilidae,,
3467,688,Rhegma_melsti_LSU4248,Rhegmatorhina melanosticta,melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,Thamnophilidae,,
3468,688,Rhegma_melsti_LSU4248,Rhegmatorhina melanosticta,melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,Thamnophilidae,,
3469,688,Rhegma_melsti_LSU4248,Rhegmatorhina melanosticta,melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,Thamnophilidae,,
3470,886,Rhinoc_lanata_A6107,Rhinocrypta lanceolata,lanceolata,Rhinocrypta lanceolata,Rhinocrypta lanceolata,Rhinocrypta lanceolata,Rhinocryptidae,,
3471,886,Rhinoc_lanata_A6107,Rhinocrypta lanceolata,lanceolata,Rhinocrypta lanceolata,Rhinocrypta lanceolata,Rhinocrypta lanceolata,Rhinocryptidae,,
3472,200099,Rhopias_gular_LAA115,Rhopias gularis,-,Rhopias gularis,Rhopias gularis,Rhopias gularis,Thamnophilidae,,
3473,200099,Rhopias_gular_LAA115,Rhopias gularis,-,Rhopias gularis,Rhopias gularis,Rhopias gularis,Thamnophilidae,,
3474,566,Rhopor_ardcus_J1729,Rhopornis ardesiacus,-,Rhopornis ardesiacus,Rhopornis ardesiacus,Rhopornis ardesiacus,Thamnophilidae,,
3475,566,Rhopor_ardcus_J1729,Rhopornis ardesiacus,-,Rhopornis ardesiacus,Rhopornis ardesiacus,Rhopornis ardesiacus,Thamnophilidae,,
3476,2294,Rhynch_breviro_L28211,Rhynchocyclus brevirostris,brevirostris,Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,Pipromorphidae,,
3477,2294,Rhynch_breviro_L28211,Rhynchocyclus brevirostris,brevirostris,Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,Pipromorphidae,,
3478,2298,Rhynch_fultus_L43821,Rhynchocyclus fulvipectus,-,Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Pipromorphidae,,
3479,2298,Rhynch_fultus_L43821,Rhynchocyclus fulvipectus,-,Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Pipromorphidae,,
3480,2292,Rhynch_olieus_GCPE76,Rhynchocyclus olivaceus,olivaceus,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Pipromorphidae,,
3481,2292,Rhynch_olieus_GCPE76,Rhynchocyclus olivaceus,olivaceus,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Pipromorphidae,,
3482,NA,,Rhynchocyclus olivaceus,,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Rhynchocyclus aequinoctialis,Pipromorphidae,,missing from tree and split by IUCN
3483,2296,Rhynch_paccus_ANS17359,Rhynchocyclus pacificus,-,Rhynchocyclus pacificus,Rhynchocyclus pacificus,Rhynchocyclus pacificus,Pipromorphidae,,
3484,2296,Rhynch_paccus_ANS17359,Rhynchocyclus pacificus,-,Rhynchocyclus pacificus,Rhynchocyclus pacificus,Rhynchocyclus pacificus,Pipromorphidae,,
3485,2783,Rhytip_holery_YPM144519,Rhytipterna holerythra,holerythra,Rhytipterna holerythra,Rhytipterna holerythra,Rhytipterna holerythra,Tyrannidae,,
3486,2783,Rhytip_holery_YPM144519,Rhytipterna holerythra,holerythra,Rhytipterna holerythra,Rhytipterna holerythra,Rhytipterna holerythra,Tyrannidae,,
3487,2784,Rhytip_holery_LSUMZ52898,Rhytipterna holerythra,holerythra,Rhytipterna holerythra,Rhytipterna holerythra,Rhytipterna holerythra,Tyrannidae,,
3488,2789,Rhytip_immunda_SB11003,Rhytipterna immunda,-,Rhytipterna immunda,Rhytipterna immunda,Rhytipterna immunda,Tyrannidae,,
3489,2789,Rhytip_immunda_SB11003,Rhytipterna immunda,-,Rhytipterna immunda,Rhytipterna immunda,Rhytipterna immunda,Tyrannidae,,
3490,2787,Rhytip_simplex_KU1272,Rhytipterna simplex,frederici,Rhytipterna simplex,Rhytipterna simplex,Rhytipterna simplex,Tyrannidae,,
3491,2785,Rhytip_simplex_GSB23,Rhytipterna simplex,simplex,Rhytipterna simplex,Rhytipterna simplex,Rhytipterna simplex,Tyrannidae,,
3492,2787,Rhytip_simplex_KU1272,Rhytipterna simplex,frederici,Rhytipterna simplex,Rhytipterna simplex,Rhytipterna simplex,Tyrannidae,,
3493,2785,Rhytip_simplex_GSB23,Rhytipterna simplex,simplex,Rhytipterna simplex,Rhytipterna simplex,Rhytipterna simplex,Tyrannidae,,
3494,2787,Rhytip_simplex_KU1272,Rhytipterna simplex,frederici,Rhytipterna simplex,Rhytipterna simplex,Rhytipterna simplex,Tyrannidae,,
3495,1607,Roraim_adust_A11993,Roraimia adusta,adusta,Roraimia adusta,Roraimia adusta,Roraimia adusta,Furnariidae,,
3496,1607,Roraim_adust_A11993,Roraimia adusta,adusta,Roraimia adusta,Roraimia adusta,Roraimia adusta,Furnariidae,,
3497,1607,Roraim_adust_A11993,Roraimia adusta,adusta,Roraimia adusta,Roraimia adusta,Roraimia adusta,Furnariidae,,
3498,2957,Rupico_peruvi_L2001,Rupicola peruvianus,peruvianus,Rupicola peruvianus,Rupicola peruvianus,Rupicola peruvianus,Cotingidae,,
3499,2957,Rupico_peruvi_L2001,Rupicola peruvianus,peruvianus,Rupicola peruvianus,Rupicola peruvianus,Rupicola peruvianus,Cotingidae,,
3500,2957,Rupico_peruvi_L2001,Rupicola peruvianus,peruvianus,Rupicola peruvianus,Rupicola peruvianus,Rupicola peruvianus,Cotingidae,,
3501,2955,Rupico_rupola_SB10476,Rupicola rupicola,-,Rupicola rupicola,Rupicola rupicola,Rupicola rupicola,Cotingidae,,
3502,2955,Rupico_rupola_SB10476,Rupicola rupicola,-,Rupicola rupicola,Rupicola rupicola,Rupicola rupicola,Cotingidae,,
3503,2955,Rupico_rupola_SB10476,Rupicola rupicola,-,Rupicola rupicola,Rupicola rupicola,Rupicola rupicola,Cotingidae,,
3504,95,Sakerus_canad_ICN39311,Sakesphorus canadensis,intermedius,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3505,92,Sakerus_canad_K5831,Sakesphorus canadensis,trinitatis,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3506,91,Sakerus_canad_KU6243,Sakesphorus canadensis,canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3507,96,Sakerus_canad_MZU77973,Sakesphorus canadensis,fumosus?,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3508,97,Sakerus_canad_MZU93732,Sakesphorus canadensis,loretoyacuensis,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3509,92,Sakerus_canad_K5831,Sakesphorus canadensis,trinitatis,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3510,95,Sakerus_canad_ICN39311,Sakesphorus canadensis,intermedius,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3511,96,Sakerus_canad_MZU77973,Sakesphorus canadensis,fumosus?,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3512,97,Sakerus_canad_MZU93732,Sakesphorus canadensis,loretoyacuensis,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3513,92,Sakerus_canad_K5831,Sakesphorus canadensis,trinitatis,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3514,91,Sakerus_canad_KU6243,Sakesphorus canadensis,canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3515,NA,,Sakesphorus canadensis,,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus pulchellus,Thamnophilidae,,missing from tree and split by IUCN
3516,93,Sakerus_canad_UMMZ227703,Sakesphorus canadensis,pulchellus,Sakesphorus canadensis,Sakesphorus canadensis,Sakesphorus canadensis,Thamnophilidae,,
3517,200100,Sakeides_critus_CPJB132,Sakesphoroides cristatus,-,Sakesphorus cristatus,Sakesphorus cristatus,Sakesphorus cristatus,Thamnophilidae,,name differs
3518,200100,Sakeides_critus_CPJB132,Sakesphoroides cristatus,-,Sakesphorus cristatus,Sakesphorus cristatus,Sakesphorus cristatus,Thamnophilidae,,name differs
3519,101,Sakerus_luctu_MZU90015,Sakesphorus luctuosus,arayaguae,Sakesphorus luctuosus,Sakesphorus luctuosus,Sakesphorus luctuosus,Thamnophilidae,,
3520,100,Sakerus_luctu_MZU92813,Sakesphorus luctuosus,luctuosus,Sakesphorus luctuosus,Sakesphorus luctuosus,Sakesphorus luctuosus,Thamnophilidae,,
3521,101,Sakerus_luctu_MZU90015,Sakesphorus luctuosus,arayaguae,Sakesphorus luctuosus,Sakesphorus luctuosus,Sakesphorus luctuosus,Thamnophilidae,,
3522,100,Sakerus_luctu_MZU92813,Sakesphorus luctuosus,luctuosus,Sakesphorus luctuosus,Sakesphorus luctuosus,Sakesphorus luctuosus,Thamnophilidae,,
3523,39,Sapayoa_ae_L2329,Sapayoa aenigma,-,Sapayoa aenigma,Sapayoa aenigma,Sapayoa aenigma,Sapayoidae,,
3524,2553,Satrapa_icter_K9896,Satrapa icterophrys,-,Satrapa icterophrys,Satrapa icterophrys,Satrapa icterophrys,Tyrannidae,,
3525,2553,Satrapa_icter_K9896,Satrapa icterophrys,-,Satrapa icterophrys,Satrapa icterophrys,Satrapa icterophrys,Tyrannidae,,
3526,2553,Satrapa_icter_K9896,Satrapa icterophrys,-,Satrapa icterophrys,Satrapa icterophrys,Satrapa icterophrys,Tyrannidae,,
3527,2505,Sayorn_nigcan_W90854,Sayornis nigricans,nigricans,Sayornis nigricans,Sayornis nigricans,Sayornis nigricans,Tyrannidae,,
3528,2507,Sayorn_nigcan_LSUMZ38236,Sayornis nigricans,?,Sayornis nigricans,Sayornis nigricans,Sayornis nigricans,Tyrannidae,,
3529,2505,Sayorn_nigcan_W90854,Sayornis nigricans,nigricans,Sayornis nigricans,Sayornis nigricans,Sayornis nigricans,Tyrannidae,,
3530,2505,Sayorn_nigcan_W90854,Sayornis nigricans,nigricans,Sayornis nigricans,Sayornis nigricans,Sayornis nigricans,Tyrannidae,,
3531,2507,Sayorn_nigcan_LSUMZ38236,Sayornis nigricans,?,Sayornis nigricans,Sayornis nigricans,Sayornis nigricans,Tyrannidae,,
3532,2509,Sayorn_phoebe_A6230,Sayornis phoebe,-,Sayornis phoebe,Sayornis phoebe,Sayornis phoebe,Tyrannidae,,
3533,2509,Sayorn_phoebe_A6230,Sayornis phoebe,-,Sayornis phoebe,Sayornis phoebe,Sayornis phoebe,Tyrannidae,,
3534,2511,Sayorn_saya_L57523,Sayornis saya,saya,Sayornis saya,Sayornis saya,Sayornis saya,Tyrannidae,,
3535,2511,Sayorn_saya_L57523,Sayornis saya,saya,Sayornis saya,Sayornis saya,Sayornis saya,Tyrannidae,,
3536,200463,Scelor_albcol_MVZ164301,Scelorchilus albicollis,,Scelorchilus albicollis,Scelorchilus albicollis,Scelorchilus albicollis,Rhinocryptidae,,
3537,200463,Scelor_albcol_MVZ164301,Scelorchilus albicollis,,Scelorchilus albicollis,Scelorchilus albicollis,Scelorchilus albicollis,Rhinocryptidae,,
3538,898,Scelor_rubula_A9927,Scelorchilus rubecula,rubecula,Scelorchilus rubecula,Scelorchilus rubecula,Scelorchilus rubecula,Rhinocryptidae,,
3539,898,Scelor_rubula_A9927,Scelorchilus rubecula,rubecula,Scelorchilus rubecula,Scelorchilus rubecula,Scelorchilus rubecula,Rhinocryptidae,,
3540,898,Scelor_rubula_A9927,Scelorchilus rubecula,rubecula,Scelorchilus rubecula,Scelorchilus rubecula,Scelorchilus rubecula,Rhinocryptidae,,
3541,3167,Schiff_aenea_L5543,Schiffornis aenea,-,Schiffornis aenea,Schiffornis aenea,Schiffornis aenea,Tityridae,,
3542,3167,Schiff_aenea_L5543,Schiffornis aenea,-,Schiffornis aenea,Schiffornis aenea,Schiffornis aenea,Tityridae,,
3543,3163,Schiff_major_L42702,Schiffornis major,major,Schiffornis major,Schiffornis major,Schiffornis major,Tityridae,,
3544,3163,Schiff_major_L42702,Schiffornis major,major,Schiffornis major,Schiffornis major,Schiffornis major,Tityridae,,
3545,3169,Schiff_olicea_L48495,Schiffornis olivacea,-,Schiffornis olivacea,Schiffornis olivacea,Schiffornis olivacea,Tityridae,,
3546,3169,Schiff_olicea_L48495,Schiffornis olivacea,-,Schiffornis olivacea,Schiffornis olivacea,Schiffornis olivacea,Tityridae,,
3547,3169,Schiff_olicea_L48495,Schiffornis olivacea,-,Schiffornis olivacea,Schiffornis olivacea,Schiffornis olivacea,Tityridae,,
3548,3169,Schiff_olicea_L48495,Schiffornis olivacea,-,Schiffornis olivacea,Schiffornis olivacea,Schiffornis olivacea,Tityridae,,
3549,3171,Schiff_sterhy_L28371,Schiffornis stenorhyncha,panamensis,Schiffornis stenorhyncha,Schiffornis stenorhyncha,Schiffornis stenorhyncha,Tityridae,,
3550,3171,Schiff_sterhy_L28371,Schiffornis stenorhyncha,panamensis,Schiffornis stenorhyncha,Schiffornis stenorhyncha,Schiffornis stenorhyncha,Tityridae,,
3551,3171,Schiff_sterhy_L28371,Schiffornis stenorhyncha,panamensis,Schiffornis stenorhyncha,Schiffornis stenorhyncha,Schiffornis stenorhyncha,Tityridae,,
3552,3173,Schiff_turdi_SP91512,Schiffornis turdina,turdina,Schiffornis turdina,Schiffornis turdina,Schiffornis turdina,Tityridae,,
3553,200101,Schiff_turdi_GBR16313,Schiffornis turdina,wallacii,Schiffornis turdina,Schiffornis turdina,Schiffornis turdina,Tityridae,,
3554,3173,Schiff_turdi_SP91512,Schiffornis turdina,turdina,Schiffornis turdina,Schiffornis turdina,Schiffornis turdina,Tityridae,,
3555,200101,Schiff_turdi_GBR16313,Schiffornis turdina,wallacii,Schiffornis turdina,Schiffornis turdina,Schiffornis turdina,Tityridae,,
3556,3173,Schiff_turdi_SP91512,Schiffornis turdina,turdina,Schiffornis turdina,Schiffornis turdina,Schiffornis turdina,Tityridae,,
3557,3165,Schiff_vercis_L60681,Schiffornis veraepacis,veraepacis,Schiffornis veraepacis,Schiffornis veraepacis,Schiffornis veraepacis,Tityridae,,
3558,3165,Schiff_vercis_L60681,Schiffornis veraepacis,veraepacis,Schiffornis veraepacis,Schiffornis veraepacis,Schiffornis veraepacis,Tityridae,,
3559,3175,Schiff_vircen_A2451,Schiffornis virescens,-,Schiffornis virescens,Schiffornis virescens,Schiffornis virescens,Tityridae,,
3560,3175,Schiff_vircen_A2451,Schiffornis virescens,-,Schiffornis virescens,Schiffornis virescens,Schiffornis virescens,Tityridae,,
3561,1689,Schoeni_phrlus_F334448,Schoeniophylax phryganophilus,phryganophilus,Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,Furnariidae,,
3562,1689,Schoeni_phrlus_F334448,Schoeniophylax phryganophilus,phryganophilus,Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,Furnariidae,,
3563,1689,Schoeni_phrlus_F334448,Schoeniophylax phryganophilus,phryganophilus,Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,Furnariidae,,
3564,1689,Schoeni_phrlus_F334448,Schoeniophylax phryganophilus,phryganophilus,Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,Furnariidae,,
3565,643,Sciaph_casnea_LSU42168,Sciaphylax castanea,-,Sciaphylax castanea,Sciaphylax castanea,Sciaphylax castanea,Thamnophilidae,,
3566,643,Sciaph_casnea_LSU42168,Sciaphylax castanea,-,Sciaphylax castanea,Sciaphylax castanea,Sciaphylax castanea,Thamnophilidae,,
3567,643,Sciaph_casnea_LSU42168,Sciaphylax castanea,-,Sciaphylax castanea,Sciaphylax castanea,Sciaphylax castanea,Thamnophilidae,,
3568,641,Sciaph_hemmel_L74134,Sciaphylax hemimelaena,hemimelaena,Sciaphylax hemimelaena,Sciaphylax hemimelaena,Sciaphylax hemimelaena,Thamnophilidae,,
3569,641,Sciaph_hemmel_L74134,Sciaphylax hemimelaena,hemimelaena,Sciaphylax hemimelaena,Sciaphylax hemimelaena,Sciaphylax hemimelaena,Thamnophilidae,,
3570,641,Sciaph_hemmel_L74134,Sciaphylax hemimelaena,hemimelaena,Sciaphylax hemimelaena,Sciaphylax hemimelaena,Sciaphylax hemimelaena,Thamnophilidae,,
3571,588,Sclate_naevia_F391418,Sclateria naevia,naevia,Sclateria naevia,Sclateria naevia,Sclateria naevia,Thamnophilidae,,
3572,588,Sclate_naevia_F391418,Sclateria naevia,naevia,Sclateria naevia,Sclateria naevia,Sclateria naevia,Thamnophilidae,,
3573,588,Sclate_naevia_F391418,Sclateria naevia,naevia,Sclateria naevia,Sclateria naevia,Sclateria naevia,Thamnophilidae,,
3574,1074,Scler_alblar_L5412,Sclerurus albigularis,zamorae,Sclerurus albigularis,Sclerurus albigularis,Sclerurus albigularis,Scleruridae,,
3575,1074,Scler_alblar_L5412,Sclerurus albigularis,zamorae,Sclerurus albigularis,Sclerurus albigularis,Sclerurus albigularis,Scleruridae,,
3576,1074,Scler_alblar_L5412,Sclerurus albigularis,zamorae,Sclerurus albigularis,Sclerurus albigularis,Sclerurus albigularis,Scleruridae,,
3577,1074,Scler_alblar_L5412,Sclerurus albigularis,zamorae,Sclerurus albigularis,Sclerurus albigularis,Sclerurus albigularis,Scleruridae,,
3578,1072,Scler_cautus_SB11751,Sclerurus caudacutus,caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,Scleruridae,,
3579,1072,Scler_cautus_SB11751,Sclerurus caudacutus,caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,Scleruridae,,
3580,1072,Scler_cautus_SB11751,Sclerurus caudacutus,caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,Scleruridae,,
3581,1070,Scler_guate_L1393,Sclerurus guatemalensis,salvini,Sclerurus guatemalensis,Sclerurus guatemalensis,Sclerurus guatemalensis,Scleruridae,,
3582,1070,Scler_guate_L1393,Sclerurus guatemalensis,salvini,Sclerurus guatemalensis,Sclerurus guatemalensis,Sclerurus guatemalensis,Scleruridae,,
3583,1066,Scler_mexic_L11813,Sclerurus mexicanus,obscurior,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3584,1061,Scler_mexic_L35770,Sclerurus mexicanus,pullus,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3585,1060,Scler_mexic_UWB105935,Sclerurus mexicanus,mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3586,200103,Scler_mexic_H115,Sclerurus mexicanus,andinus,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3587,200104,Scler_mexic_AROP108,Sclerurus mexicanus,macconnelii,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3588,200104,Scler_mexic_AROP108,Sclerurus mexicanus,macconnelii,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3589,200103,Scler_mexic_H115,Sclerurus mexicanus,andinus,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3590,1066,Scler_mexic_L11813,Sclerurus mexicanus,obscurior,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3591,1061,Scler_mexic_L35770,Sclerurus mexicanus,pullus,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3592,1060,Scler_mexic_UWB105935,Sclerurus mexicanus,mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3593,1061,Scler_mexic_L35770,Sclerurus mexicanus,pullus,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3594,1066,Scler_mexic_L11813,Sclerurus mexicanus,obscurior,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,,
3595,1068,Scler_rufris_LSUMZ65761,Sclerurus rufigularis,?,Sclerurus rufigularis,Sclerurus rufigularis,Sclerurus rufigularis,Scleruridae,,
3596,1068,Scler_rufris_LSUMZ65761,Sclerurus rufigularis,?,Sclerurus rufigularis,Sclerurus rufigularis,Sclerurus rufigularis,Scleruridae,,
3597,1068,Scler_rufris_LSUMZ65761,Sclerurus rufigularis,?,Sclerurus rufigularis,Sclerurus rufigularis,Sclerurus rufigularis,Scleruridae,,
3598,1076,Scler_scans_L25912,Sclerurus scansor,scansor,Sclerurus scansor,Sclerurus scansor,Sclerurus scansor,Scleruridae,,
3599,1076,Scler_scans_L25912,Sclerurus scansor,scansor,Sclerurus scansor,Sclerurus scansor,Sclerurus scansor,Scleruridae,,
3600,NA,,Sclerurus scansor,,Sclerurus scansor,Sclerurus scansor,Sclerurus cearensis,Scleruridae,,missing from tree and split by IUCN
3601,996,Scyta_acuti_L49668,Scytalopus acutirostris,-,Scytalopus acutirostris,Scytalopus acutirostris,Scytalopus acutirostris,Rhinocryptidae,,
3602,996,Scyta_acuti_L49668,Scytalopus acutirostris,-,Scytalopus acutirostris,Scytalopus acutirostris,Scytalopus acutirostris,Rhinocryptidae,,
3603,994,Scyta_affin_L72423,Scytalopus affinis,-,Scytalopus affinis,Scytalopus affinis,Scytalopus affinis,Rhinocryptidae,,
3604,994,Scyta_affin_L72423,Scytalopus affinis,-,Scytalopus affinis,Scytalopus affinis,Scytalopus affinis,Rhinocryptidae,,
3605,992,Scyta_altir_L43814,Scytalopus altirostris,-,Scytalopus altirostris,Scytalopus altirostris,Scytalopus altirostris,Rhinocryptidae,,
